ident	gene	coefD	pvalD	padjD	coefC	pvalC	padjC	mastfc	alpha	ref_alpha	mu	ref_mu	mean	ref_mean	log2fc
Immature Goblet	KCTD12	3.431772835	6.74137E-11	8.43254E-09	#N/A	1	1	4.184905645	0.080645161	0	0.175533126	-15.83770929	-3.456486447	-15.83770929	12.38122284
Immature Goblet	S100P	3.343758422	8.36844E-84	1.08865E-79	1.225374827	1.12785E-19	9.78143E-17	0.533814573	0.77016129	0.088868101	3.177616266	1.752738834	2.800849596	-1.73937675	4.540226346
Immature Goblet	SCD	3.153179623	6.81616E-13	1.24889E-10	0.027718849	0.94989817	1	0.207630517	0.108870968	0.001870907	0.66225261	0.920561299	-2.536928789	-8.134558179	5.59762939
Immature Goblet	FAIM2	3.106706781	2.68923E-13	5.22152E-11	0.539975395	0.26399937	1	0.094777922	0.10483871	0.002806361	0.926536344	0.465134883	-2.327109586	-8.005621538	5.678511951
Immature Goblet	PRAC1	2.931959374	2.41791E-62	1.57273E-58	0.367558783	0.002765375	0.151792245	0.203374178	0.685483871	0.085126286	2.793618369	2.415699928	2.248814624	-1.138501952	3.387316576
Immature Goblet	CCL20	2.890076588	3.18437E-19	1.88297E-16	0.886310213	0.059404299	0.961607969	0.727461933	0.161290323	0.006548176	2.867982285	2.057033359	0.235731616	-5.19675999	5.432491606
Immature Goblet	TFF1	2.786073948	6.36413E-57	2.7597E-53	1.441495308	6.23482E-09	1.62218E-06	1.843269287	0.548387097	0.056127222	4.141754785	1.955745798	3.275022466	-2.199302953	5.474325419
Immature Goblet	SDR16C5	2.640277868	1.04059E-25	1.23064E-22	0.277747822	0.151512526	1	0.090662668	0.266129032	0.015902713	1.458884242	1.448575388	-0.450893237	-4.52544948	4.074556243
Immature Goblet	RP1-193H18.2	2.526297363	1.91245E-07	9.44501E-06	0.182117515	0.62439493	1	0.052483106	0.080645161	0.001870907	0.323496975	0.269449715	-3.308546833	-8.781733794	5.473186961
Immature Goblet	CTSE	2.473986321	5.89417E-09	4.43221E-07	0.085179149	0.854191573	1	0.201104304	0.084677419	0.003741815	0.884720754	1.984421106	-2.67701392	-6.075968427	3.398954507
Immature Goblet	HOXB13	2.397133559	2.39784E-24	2.3995E-21	-0.212707216	0.155532673	1	0.026035564	0.330645161	0.023386342	0.987375285	1.765378425	-0.609243866	-3.652508948	3.043265082
Immature Goblet	ST6GALNAC6	2.249076222	1.11574E-23	9.67648E-21	0.035937128	0.817072737	1	0.450343879	0.294354839	0.027128157	1.363720184	1.839268192	-0.40062862	-3.364550078	2.963921459
Immature Goblet	REG4	2.025035846	1.63135E-40	4.24444E-37	1.847735019	2.3196E-32	4.3108E-29	0.338588046	0.75	0.254443405	5.310063079	3.033722217	4.895025786	1.059147735	3.835878051
Immature Goblet	RP4-717I23.3	2.010022483	1.18637E-08	8.20928E-07	0.034831658	0.895605033	1	0.40167965	0.092741935	0.009354537	1.932098726	2.199932817	-1.498472478	-4.539617532	3.041145054
Immature Goblet	MDM4	1.97893191	4.92932E-12	7.45646E-10	-0.012822604	0.949223959	1	0.188771632	0.161290323	0.014967259	1.105775525	1.373689065	-1.526433169	-4.687731552	3.161298383
Immature Goblet	FAM118A	1.942299001	2.63333E-14	6.00999E-12	0.088851363	0.63267571	1	0.262543772	0.197580645	0.021515435	1.397088079	1.559998813	-0.9423604	-3.978105451	3.035745051
Immature Goblet	APOL1	1.931842763	1.36652E-08	9.30737E-07	0.044926439	0.856609767	1	0.212560738	0.096774194	0.011225444	1.533583667	2.017831583	-1.835570725	-4.458716338	2.623145613
Immature Goblet	DENND1B	1.922338793	9.65859E-08	5.23536E-06	-0.350594994	0.166276253	1	0.185368633	0.092741935	0.008419083	0.884720186	2.482144081	-2.545783654	-4.409457856	1.863674201
Immature Goblet	CEACAM6	1.9131825	2.83892E-11	3.80737E-09	0.373141526	0.186734649	1	0.407926195	0.14516129	0.015902713	2.224801729	1.5531119	-0.559438545	-4.420951994	3.861513449
Immature Goblet	ARSB	1.911682841	3.53429E-07	1.61401E-05	-0.322534087	0.252578403	1	0.03832133	0.084677419	0.008419083	0.342015736	1.825983262	-3.21965308	-5.065319761	1.845666681
Immature Goblet	SEC24D	1.906750135	6.6868E-14	1.42604E-11	0.037335873	0.811811581	1	0.10266999	0.197580645	0.022450889	1.193985748	1.404829611	-1.145456989	-4.071848987	2.926391998
Immature Goblet	GPRIN3	1.871929713	9.58567E-13	1.66267E-10	0.046936693	0.769781316	1	0.063573733	0.193548387	0.020579981	1.44487169	1.418055175	-0.924324416	-4.184120683	3.259796266
Immature Goblet	MCTP2	1.855182576	1.13975E-11	1.62935E-09	-0.042598634	0.81452094	1	0.110846989	0.169354839	0.018709074	1.903108943	2.215732248	-0.658737639	-3.524107663	2.865370024
Immature Goblet	ITGAV	1.817825363	5.23101E-08	3.06533E-06	-0.248374595	0.207303901	1	0.045789754	0.112903226	0.011225444	0.664618596	1.749423686	-2.48210069	-4.727014718	2.244914028
Immature Goblet	XIST	1.805302068	3.49848E-20	2.52843E-17	0.650033371	1.68268E-05	0.002146082	0.795710183	0.306451613	0.052385407	2.985578647	2.330936182	1.279316889	-1.923666466	3.202983355
Immature Goblet	ASCC3	1.803702244	4.67763E-07	2.08395E-05	0.22767188	0.366157018	1	0.102959406	0.092741935	0.009354537	1.331653184	1.025650846	-2.098885424	-5.713186341	3.614300917
Immature Goblet	ST3GAL4	1.786246604	2.69868E-15	7.63198E-13	0.166147477	0.263739049	1	0.23104735	0.237903226	0.033676333	1.304841725	1.912175375	-0.766679595	-2.979757961	2.213078367
Immature Goblet	EPM2AIP1	1.762786024	2.38973E-07	1.14716E-05	-0.032165451	0.895486342	1	0.144761216	0.096774194	0.011225444	1.163873049	1.454925763	-2.205258146	-5.021366563	2.816108418
Immature Goblet	FAM208A	1.755195475	5.62455E-06	0.000161167	-0.527721286	0.034788673	0.7742029	0.048212017	0.080645161	0.00748363	0.897811628	2.556571147	-2.73430587	-4.504919744	1.770613874
Immature Goblet	ATM	1.749425181	2.51768E-08	1.59768E-06	0.029434456	0.891444113	1	0.243091403	0.108870968	0.014967259	1.201757947	1.418157341	-1.997463201	-4.643282258	2.645819057
Immature Goblet	RP11-747H7.3	1.744371636	5.89666E-07	2.5485E-05	0.04943669	0.833367261	1	0.036976169	0.10483871	0.010289991	1.184664331	1.540949022	-2.068999729	-5.060851454	2.991851725
Immature Goblet	SLC30A7	1.738180458	3.62682E-10	3.68604E-08	-0.122120758	0.404834158	1	0.062972278	0.165322581	0.018709074	0.478768594	1.351002363	-2.117786464	-4.388609242	2.270822779
Immature Goblet	FAM177B	1.709325942	3.17362E-07	1.47449E-05	-0.20457904	0.394510977	1	0.036331302	0.096774194	0.014031805	0.305090994	1.68857409	-3.063956728	-4.466044536	1.402087808
Immature Goblet	C12orf23	1.690044318	1.80436E-12	2.93412E-10	0.094591194	0.508914485	1	0.100087724	0.205645161	0.029934518	1.248576162	1.347699131	-1.033154758	-3.714033366	2.680878608
Immature Goblet	LPCAT1	1.689230145	1.98027E-06	6.85142E-05	0.101390857	0.683342523	1	0.101409983	0.084677419	0.011225444	1.486938013	1.842770054	-2.074845873	-4.633708767	2.558862894
Immature Goblet	COL16A1	1.688318566	1.89612E-12	3.04527E-10	0.347565477	0.021511194	0.612339433	0.127652711	0.193548387	0.031805426	1.636518245	1.402756317	-0.732682551	-3.571543387	2.838860836
Immature Goblet	B3GALT5	1.687122576	8.34572E-07	3.40343E-05	-0.21536919	0.328128264	1	0.085447623	0.10483871	0.010289991	0.508943321	1.354752155	-2.744665463	-5.246936214	2.502270751
Immature Goblet	LPIN1	1.672819182	1.00998E-08	7.06388E-07	0.017867687	0.926665631	1	0.182053824	0.125	0.018709074	1.042072062	1.562088111	-1.957844197	-4.177592417	2.21974822
Immature Goblet	ANKRD36	1.658200809	2.38667E-08	1.52197E-06	0.138970358	0.487104381	1	0.160057336	0.120967742	0.01777362	1.69231025	1.509434269	-1.354940073	-4.304206245	2.949266172
Immature Goblet	SPRED1	1.650646723	3.25886E-06	0.000104163	-0.328176405	0.15132142	1	0.036588858	0.092741935	0.010289991	1.185313119	2.252490999	-2.245215268	-4.349626356	2.104411088
Immature Goblet	AK1	1.639459387	1.16664E-10	1.36728E-08	0.102338413	0.501357159	1	0.353449404	0.169354839	0.026192703	1.128414	1.359450507	-1.43340962	-3.894883804	2.461474184
