EnsemblID	type
ENSG00000231558	ciseqtl
ENSG00000231607	ciseqtl
ENSG00000231784	ciseqtl
ENSG00000231834	ciseqtl
ENSG00000231887	ciseqtl
ENSG00000231889	ciseqtl
ENSG00000231908	ciseqtl
ENSG00000232326	ciseqtl
ENSG00000232957	ciseqtl
ENSG00000232962	ciseqtl
ENSG00000233016	ciseqtl
ENSG00000233051	ciseqtl
ENSG00000233101	ciseqtl
ENSG00000233429	ciseqtl
ENSG00000233439	ciseqtl
ENSG00000233452	ciseqtl
ENSG00000233573	ciseqtl
ENSG00000233734	ciseqtl
ENSG00000233841	ciseqtl
ENSG00000233904	ciseqtl
ENSG00000233911	ciseqtl
ENSG00000234032	ciseqtl
ENSG00000234114	ciseqtl
ENSG00000234284	ciseqtl
ENSG00000234487	ciseqtl
ENSG00000234616	ciseqtl
ENSG00000235025	ciseqtl
ENSG00000235068	ciseqtl
ENSG00000235109	ciseqtl
ENSG00000235194	ciseqtl
ENSG00000235220	ciseqtl
ENSG00000235233	ciseqtl
ENSG00000235487	ciseqtl
ENSG00000235657	ciseqtl
ENSG00000235710	ciseqtl
ENSG00000235744	ciseqtl
ENSG00000235750	ciseqtl
ENSG00000235758	ciseqtl
ENSG00000235844	ciseqtl
ENSG00000235989	ciseqtl
ENSG00000236177	ciseqtl
ENSG00000236178	ciseqtl
ENSG00000236632	ciseqtl
ENSG00000236693	ciseqtl
ENSG00000236830	ciseqtl
ENSG00000236873	ciseqtl
ENSG00000237022	ciseqtl
ENSG00000237114	ciseqtl
ENSG00000237123	ciseqtl
ENSG00000237165	ciseqtl
ENSG00000237192	ciseqtl
ENSG00000237508	ciseqtl
ENSG00000237582	ciseqtl
ENSG00000237599	ciseqtl
ENSG00000237651	ciseqtl
ENSG00000237703	ciseqtl
ENSG00000237710	ciseqtl
ENSG00000237765	ciseqtl
ENSG00000239305	ciseqtl
ENSG00000239457	ciseqtl
ENSG00000239521	ciseqtl
ENSG00000239704	ciseqtl
ENSG00000239900	ciseqtl
ENSG00000240230	ciseqtl
ENSG00000240288	ciseqtl
ENSG00000240344	ciseqtl
ENSG00000240563	ciseqtl
ENSG00000240694	ciseqtl
ENSG00000240770	ciseqtl
ENSG00000240871	ciseqtl
ENSG00000240972	ciseqtl
ENSG00000241058	ciseqtl
ENSG00000241106	ciseqtl
ENSG00000241386	ciseqtl
ENSG00000241484	ciseqtl
ENSG00000241910	ciseqtl
ENSG00000242173	ciseqtl
ENSG00000242612	ciseqtl
ENSG00000242616	ciseqtl
ENSG00000242779	ciseqtl
ENSG00000243064	ciseqtl
ENSG00000243156	ciseqtl
ENSG00000243335	ciseqtl
ENSG00000243496	ciseqtl
ENSG00000243612	ciseqtl
ENSG00000243789	ciseqtl
ENSG00000243955	ciseqtl
ENSG00000244025	ciseqtl
ENSG00000244187	ciseqtl
ENSG00000244607	ciseqtl
ENSG00000244752	ciseqtl
ENSG00000246089	ciseqtl
ENSG00000246090	ciseqtl
ENSG00000246582	ciseqtl
ENSG00000246705	ciseqtl
ENSG00000247556	ciseqtl
ENSG00000248144	ciseqtl
ENSG00000248905	ciseqtl
ENSG00000250151	ciseqtl
ENSG00000250312	ciseqtl
ENSG00000250328	ciseqtl
ENSG00000250608	ciseqtl
ENSG00000250682	ciseqtl
ENSG00000251022	ciseqtl
ENSG00000251322	ciseqtl
ENSG00000251595	ciseqtl
ENSG00000253352	ciseqtl
ENSG00000254413	ciseqtl
ENSG00000256594	ciseqtl
ENSG00000256771	ciseqtl
ENSG00000256806	ciseqtl
ENSG00000257017	ciseqtl
ENSG00000257093	ciseqtl
ENSG00000257176	ciseqtl
ENSG00000257727	ciseqtl
ENSG00000257923	ciseqtl
ENSG00000258289	ciseqtl
ENSG00000259905	ciseqtl
ENSG00000260916	ciseqtl
ENSG00000261130	ciseqtl
ENSG00000261371	ciseqtl
ENSG00000261701	ciseqtl
ENSG00000261984	ciseqtl
ENSG00000261992	ciseqtl
ENSG00000262334	ciseqtl
ENSG00000262587	ciseqtl
ENSG00000262599	ciseqtl
ENSG00000262628	ciseqtl
ENSG00000262655	ciseqtl
ENSG00000262788	ciseqtl
ENSG00000263160	ciseqtl
ENSG00000263247	ciseqtl
ENSG00000263528	ciseqtl
ENSG00000263639	ciseqtl
ENSG00000264522	ciseqtl
ENSG00000265681	ciseqtl
ENSG00000266200	ciseqtl
ENSG00000268129	ciseqtl
ENSG00000269893	ciseqtl
ENSG00000270647	ciseqtl
ENSG00000272532	ciseqtl
ENSG00000273311	ciseqtl
ENSG00000273592	ciseqtl
ENSG00000273884	ciseqtl
ENSG00000273983	ciseqtl
ENSG00000274137	ciseqtl
ENSG00000274194	ciseqtl
ENSG00000274267	ciseqtl
ENSG00000274296	ciseqtl
ENSG00000274338	ciseqtl
ENSG00000274392	ciseqtl
ENSG00000274429	ciseqtl
ENSG00000274437	ciseqtl
ENSG00000274671	ciseqtl
ENSG00000274726	ciseqtl
ENSG00000274750	ciseqtl
ENSG00000274768	ciseqtl
ENSG00000274935	ciseqtl
ENSG00000275003	ciseqtl
ENSG00000275051	ciseqtl
ENSG00000275099	ciseqtl
ENSG00000275118	ciseqtl
ENSG00000275211	ciseqtl
ENSG00000275272	ciseqtl
ENSG00000275333	ciseqtl
ENSG00000275379	ciseqtl
ENSG00000275498	ciseqtl
ENSG00000275525	ciseqtl
ENSG00000275543	ciseqtl
ENSG00000275555	ciseqtl
ENSG00000275594	ciseqtl
ENSG00000275619	ciseqtl
ENSG00000275714	ciseqtl
ENSG00000275748	ciseqtl
ENSG00000275841	ciseqtl
ENSG00000275885	ciseqtl
ENSG00000276175	ciseqtl
ENSG00000276276	ciseqtl
ENSG00000276541	ciseqtl
ENSG00000276701	ciseqtl
ENSG00000276709	ciseqtl
ENSG00000276734	ciseqtl
ENSG00000276787	ciseqtl
ENSG00000276833	ciseqtl
ENSG00000276935	ciseqtl
ENSG00000277025	ciseqtl
ENSG00000277075	ciseqtl
ENSG00000277222	ciseqtl
ENSG00000277258	ciseqtl
ENSG00000277398	ciseqtl
ENSG00000277462	ciseqtl
ENSG00000277649	ciseqtl
ENSG00000277733	ciseqtl
ENSG00000277775	ciseqtl
ENSG00000277823	ciseqtl
ENSG00000277897	ciseqtl
ENSG00000277923	ciseqtl
ENSG00000277972	ciseqtl
ENSG00000278046	ciseqtl
ENSG00000278091	ciseqtl
ENSG00000278195	ciseqtl
ENSG00000278259	ciseqtl
ENSG00000278272	ciseqtl
ENSG00000278311	ciseqtl
ENSG00000278322	ciseqtl
ENSG00000278372	ciseqtl
ENSG00000278463	ciseqtl
ENSG00000278494	ciseqtl
ENSG00000278501	ciseqtl
ENSG00000278519	ciseqtl
ENSG00000278644	ciseqtl
ENSG00000278728	ciseqtl
ENSG00000278742	ciseqtl
ENSG00000278759	ciseqtl
ENSG00000278828	ciseqtl
ENSG00000279355	ciseqtl
ENSG00000279636	ciseqtl
ENSG00000279643	ciseqtl
ENSG00000280165	ciseqtl
ENSG00000280568	ciseqtl
ENSG00000280663	ciseqtl
ENSG00000280830	ciseqtl
ENSG00000280905	ciseqtl
ENSG00000281244	ciseqtl
ENSG00000281448	ciseqtl
ENSG00000281449	ciseqtl
ENSG00000281601	ciseqtl
ENSG00000281709	ciseqtl
ENSG00000281766	ciseqtl
ENSG00000281879	ciseqtl
ENSG00000281887	ciseqtl
ENSG00000282003	ciseqtl
ENSG00000282013	ciseqtl
ENSG00000282074	ciseqtl
ENSG00000282269	ciseqtl
ENSG00000282513	ciseqtl
ENSG00000282665	ciseqtl
ENSG00000282684	ciseqtl
ENSG00000282739	ciseqtl
ENSG00000282813	ciseqtl
ENSG00000282825	ciseqtl
ENSG00000282844	ciseqtl
ENSG00000282966	ciseqtl
ENSG00000282972	ciseqtl
ENSG00000283009	ciseqtl
ENSG00000283018	ciseqtl
ENSG00000283243	ciseqtl
ENSG00000283284	ciseqtl
ENSG00000283649	ciseqtl
ENSG00000283852	ciseqtl
ENSG00000283883	ciseqtl
ENSG00000283922	ciseqtl
ENSG00000283985	ciseqtl
ENSG00000284024	ciseqtl
ENSG00000284099	ciseqtl
ENSG00000284137	ciseqtl
ENSG00000284254	ciseqtl
ENSG00000284481	ciseqtl
ENSG00000284762	ciseqtl
ENSG00000284837	ciseqtl
ENSG00000284881	ciseqtl
ENSG00000285049	ciseqtl
ENSG00000285075	ciseqtl
ENSG00000285089	ciseqtl
ENSG00000285162	ciseqtl
ENSG00000285192	ciseqtl
ENSG00000285213	ciseqtl
ENSG00000285224	ciseqtl
ENSG00000285265	ciseqtl
ENSG00000285269	ciseqtl
ENSG00000285292	ciseqtl
ENSG00000285460	ciseqtl
ENSG00000285515	ciseqtl
ENSG00000286760	ciseqtl
ENSG00000287090	ciseqtl
ENSG00000287642	ciseqtl
ENSG00000110852	transeqtl
ENSG00000183281	transeqtl
ENSG00000207166	transeqtl
ENSG00000277656	transeqtl
ENSG00000029725	cisandtranseqtl
ENSG00000055950	cisandtranseqtl
ENSG00000073584	cisandtranseqtl
ENSG00000100376	cisandtranseqtl
ENSG00000104388	cisandtranseqtl
ENSG00000107201	cisandtranseqtl
ENSG00000113303	cisandtranseqtl
ENSG00000114648	cisandtranseqtl
ENSG00000116874	cisandtranseqtl
ENSG00000120675	cisandtranseqtl
ENSG00000127914	cisandtranseqtl
ENSG00000128059	cisandtranseqtl
ENSG00000128604	cisandtranseqtl
ENSG00000128699	cisandtranseqtl
ENSG00000128915	cisandtranseqtl
ENSG00000137497	cisandtranseqtl
ENSG00000137968	cisandtranseqtl
ENSG00000138071	cisandtranseqtl
ENSG00000146707	cisandtranseqtl
ENSG00000146733	cisandtranseqtl
ENSG00000149084	cisandtranseqtl
ENSG00000157315	cisandtranseqtl
ENSG00000158769	cisandtranseqtl
ENSG00000162086	cisandtranseqtl
ENSG00000164308	cisandtranseqtl
ENSG00000166262	cisandtranseqtl
ENSG00000168216	cisandtranseqtl
ENSG00000174652	cisandtranseqtl
ENSG00000175727	cisandtranseqtl
ENSG00000176623	cisandtranseqtl
ENSG00000179344	cisandtranseqtl
ENSG00000196126	cisandtranseqtl
ENSG00000196236	cisandtranseqtl
ENSG00000196735	cisandtranseqtl
ENSG00000197345	cisandtranseqtl
ENSG00000198496	cisandtranseqtl
ENSG00000203666	cisandtranseqtl
ENSG00000203875	cisandtranseqtl
ENSG00000204644	cisandtranseqtl
ENSG00000206237	cisandtranseqtl
ENSG00000206240	cisandtranseqtl
ENSG00000206301	cisandtranseqtl
ENSG00000206302	cisandtranseqtl
ENSG00000206305	cisandtranseqtl
ENSG00000206306	cisandtranseqtl
ENSG00000206510	cisandtranseqtl
ENSG00000214401	cisandtranseqtl
ENSG00000214941	cisandtranseqtl
ENSG00000223793	cisandtranseqtl
ENSG00000223852	cisandtranseqtl
ENSG00000223858	cisandtranseqtl
ENSG00000225103	cisandtranseqtl
ENSG00000225824	cisandtranseqtl
ENSG00000225890	cisandtranseqtl
ENSG00000226858	cisandtranseqtl
ENSG00000227357	cisandtranseqtl
ENSG00000227826	cisandtranseqtl
ENSG00000227858	cisandtranseqtl
ENSG00000228080	cisandtranseqtl
ENSG00000228284	cisandtranseqtl
ENSG00000229074	cisandtranseqtl
ENSG00000231021	cisandtranseqtl
ENSG00000231286	cisandtranseqtl
ENSG00000231526	cisandtranseqtl
ENSG00000231823	cisandtranseqtl
ENSG00000231939	cisandtranseqtl
ENSG00000232062	cisandtranseqtl
ENSG00000232099	cisandtranseqtl
ENSG00000233192	cisandtranseqtl
ENSG00000233209	cisandtranseqtl
ENSG00000234669	cisandtranseqtl
ENSG00000236418	cisandtranseqtl
ENSG00000236884	cisandtranseqtl
ENSG00000237541	cisandtranseqtl
ENSG00000257473	cisandtranseqtl
ENSG00000276464	cisandtranseqtl
ENSG00000281178	cisandtranseqtl
